,ID MASTER,Title,Link,Data,Description,Text
0,1,ASSITECA - il più grande broker assicurativo italiano,https://www.assiteca.it/,13 gen 2014 , ASSITECA è il più grande broker assicurativo italiano e offre servizi professionali e consulenza sulla gestione integrata dei rischi aziendali.,"Assiteca è il più grande broker assicurativo italiano. Dal luglio 2015 è il primo broker quotato alla Borsa Italiana - Segmento AIM Italia.Assiteca arricchisce l’attività tradizionale di brokeraggio assicurativo con specifici servizi di consulenzaProdotti esclusivi e innovativi, divisioni specialistiche con competenze specifiche in particolari aree di rischio.Scopri le ultime news e gli approfondimenti dedicati alla gestione del rischioL'attenzione nei confronti della collettività, della cultura, del territorio e del sociale caratterizza da sempre l'attività di ASSITECA. Un comportamento equo e giusto, che tenga conto dell'impatto che le decisioni e le strategie adottate …Offrire una gestione integrata dei rischi attraverso una metodologia di lavoro che coniuga consulenza e intermediazione assicurativa consente di  costruire un efficace sistema di controllo utile a prevenire, mitigare e proteggere l'azienda.I …"
1,1,"Assiteca, il broker assicurativo si sposta sui servizi di ...",https://www.repubblica.it/economia/affari-e-finanza/2017/12/04/news/assiteca_il_broker_assicurativo_si_sposta_sui_servizi_di_consulenza_si_devono_prevenire_i_rischi-182969709/,4 dic 2017 ," Assiteca, il broker assicurativo si sposta sui servizi di consulenza “Si devono prevenire i rischi”. 04 Dicembre 2017 pubblicato + di un anno fa 1° minuti di lettura."," Assiteca, il broker assicurativo si sposta sui servizi di consulenza “Si devono prevenire i rischi”. 04 Dicembre 2017 pubblicato + di un anno fa 1° minuti di lettura."
2,1,Tris di pretendenti su Assiteca Assinews.it,https://www.assinews.it/04/2019/tris-pretendenti-assiteca/660062121/,5 apr 2019 ," Tris di pretendenti su Assiteca. 5 Aprile 2019. Dopo la generosa offerta di Aon, altri operatori pronti a investire nel broker. A ...","Dopo la generosa offerta di Aon, altri operatori pronti a investire nel broker A manifestare interesse sarebbero stati Toscafunds, Ggh Holding e Ta Associates. Ma la decisione finale sulla vendita dipende dal presidente Lucca (ancora incerto) che detiene il 79% del capitale di Anna MessiaTorna alto l’interesse su Assiteca  con tre nuovi pretendenti che, secondo quanto risulta a MF-Milano Finanza, si sarebbero fatti avanti nelle scorse settimane interessati a valutare un investimento nella società. Già nei mesi scorsi, il primo broker assicurativo italiano indipendente, unico quotato a Piazza Affari da luglio 2015, era stato oggetto di desideri. C’è stato un momento in cui il presidente, fondatore e azionista della società con poco meno del 79%, Luciano Lucca, sembrava interessato a valutare l’ipotesi dare vita ad un riassetto nel capitale di Assiteca  e l’interesse di possibili acquirenti era sembrato subito altissimo.A farsi avanti l’estate scorsa erano stati i grandi broker internazionali, Aon e Marsh, che per accaparrarsi Assiteca  sarebbero stati pronti a mettere sul piatto un cifra superiore ai 100 milioni di euro (ieri il broker capitalizzava in borsa 72,5 milioni). Nel frattempo Lucca era tornato sui suoi passi, rimandando le ipotesi di vendita e spingendo anzi la società con entusiasmo verso nuovi progetti di sviluppo. Poi lo stesso Lucca avrebbe dato mandato a un consigliere di fiducia di sondare di nuovo il mercato in cerca di possibile interessi e anche questa volta la risposta è stata subito pronta.A manifestare interesse è stata in particolare Toscafunds, società fondata nel 2000 da Martin Hughes e che nel 2016 è entrata anche nel capitale di Banca Carige  e altre due imprese che operano già nel settore del brokeraggio assicurativo. Si tratta in particolare di Ggh holding, il gruppo General Holding di Massimo Giannolli, composto da Generalfinance (partecipato dal Credito Valtellinese ) e da Generalbroker, che dal 1991 svolge attività di intermediazione assicurativa e riassicurativa. Il terzo pretendente sarebbe poi il gruppo internazionale TA Associates, uno dei colossi del private equity Usa, che in Italia a gennaio ha rilevato una quota di List spa, società di Pisa, sviluppatore di applicazioni per l’industria finanziaria, tra i principali fornitori di tecnologia per i capital market in Europa. Insomma, ancora una volta operatori di primo piano sono pronti a farsi avanti per la società di brokeraggio fondata da Lucca, che ha chiuso il semestre a dicembre 2018 (sfasato di sei mesi) con ricavi in crescita del 4% a 39 milioni, utile netto salito del 12%, a 7,3 milioni ed ebitda di 8,5 milioni (+8%). Secondo Lucca la società è pronta a procedere a nuove acquisizioni: «Dopo aver definito l’operazione Assidea contiamo di chiudere entro giugno altre trattative per acquisire società di brokeraggio assicurativo». Anche Aon, se il dossier tornasse caldo, potrebbe farsi di nuovo avanti visto che in più occasioni il gruppo ha fatto sapere di voler crescere in tutta Europa, dall’Inghilterra alla Francia, passando per la Germania e per l’Italia. (riproduzione riservata)I dati dei veicoli plasmeranno i servizi dell’assicurazione auto del futuro 16 Novembre 20202019. Nuovi record per i rami danni non auto 4 Novembre 2020La “Ballata del Cerutti” ovvero furto e assicurazione della R.C.A. 4 Novembre 2020Presunzione di colpa concorrente 4 Novembre 2020TUTTA ITALIA (ad esclusione di Campania e Puglia)Assicura Point Trade Srl ti aiuta a far crescere il tuo Portafoglio Clienti e a raddoppiare i tuo Guadagni.I nostri prodotti RCA E NON SOLO: Sei un Intermediario Assicurativo, un Agente o un Broker e hai difficoltà a stipulare nuove polizze RCA e NON? Scegli Noi.Leggi l’annuncio completo… TUTTA ITALIADiventa collaboratore di Facile.it Partner Facile.it Broker di Assicurazioni S.p.A ricerca nuovi collaboratori per la sviluppare la propria rete di intermediari assicurativi su tutto il territorio italiano. > Maggiori info  VEDI TUTTI GLI ANNUNCIAssicura Point Trade Srl ti aiuta a far crescere il tuo Portafoglio Clienti e a raddoppiare i tuo Guadagni.I nostri prodotti RCA E NON SOLO: Sei un Intermediario Assicurativo, un Agente o un Broker e hai difficoltà a stipulare nuove polizze RCA e NON? Scegli Noi.Diventa collaboratore di Facile.it Partner Facile.it Broker di Assicurazioni S.p.A ricerca nuovi collaboratori per la sviluppare la propria rete di intermediari assicurativi su tutto il territorio italiano. > Maggiori infoNecessary cookies are absolutely essential for the website to function properly. This category only includes cookies that ensures basic functionalities and security features of the website. These cookies do not store any personal information.Any cookies that may not be particularly necessary for the website to function and is used specifically to collect user personal data via analytics, ads, other embedded contents are termed as non-necessary cookies. It is mandatory to procure user consent prior to running these cookies on your website."
3,1,"Assicurazioni, Assiteca acquisisce l'80% di Assita - InsurZine",https://insurzine.com/assicurazioni-assiteca-acquisisce-l80-di-assita/,1 ago 2019 ," Il broker assicurativo Assiteca ha annunciato l'acquisto dell'80%, pari a 2,8 milioni di euro, del capitale azionario di Assita.","Assicurazioni, Assiteca acquisisce l’80% di Assita.Il broker assicurativo Assiteca ha annunciato l’acquisto dell’80%, pari a 2,8 milioni di euro, del capitale azionario di Assita, agenzia plurimandataria specializzata nell’assicurazione di responsabilità civile professionale. Il 20% viene mantenuto da Daniela Bernuzzi Bassi, moglie del fondatore di Assita, Enrico Bassi e ora presidente del nuovo Consiglio di amministrazione della società.“L’acquisizione di Assita” dichiara il presidente di Assiteca Luciano Lucca “rientra nella strategia di crescita per linee esterne di Assiteca volta al rafforzamento delle competenze e dell’offerta di prodotti e servizi in settori specialistici, quali appunto quello della R.C. Professionale, ramo assicurativo che negli ultimi anni, anche a seguito di aggiornamenti normativi che per alcuni ordini hanno previsto l’obbligo di assicurazione, ha conosciuto un importante sviluppo”.Nell’operazione, Assiteca. è stata assistita da KT&Partners.Seguici sui nostri canali social: Facebook e Twitter"
4,1,"Assiteca chiude l'aumento di capitale riservato a Tikehau, che ...",https://bebeez.it/2019/11/06/assiteca-chiude-laumento-capitale-riservato-tikehau-compra-2343-lucca-si-diluisce-al-6038/,6 nov 2019 ," Assiteca è il più grande broker assicurativo italiano ed è quotato all'Aim Italia. Il suo bilancio consolidato del primo semestre 2019 ha registrato ricavi lordi per 70,7 ...","BeBeez seleziona per voi i libri più interessanti in commercio a livello internazionale sui temi del private equity, venture capital, private debt, crowdfunding, social lending e finanza e storie d'impresa. Il servizio è in affiliazione con Amazon, ma stiamo lavorando per affiliarci anche ad altri distributori per ampliare la gamma di proposte. Editori e distributori interessati possono contattarci a [email protected] Sempre in questa sezione saranno disponibili anche libri editi e messi in vendita da EdiBeez. BeBeez è disponibile ad affiancare gli imprenditori che intendono raccontare la storia della loro impresa e trasformarla in un libro e in un video (in questo caso in collaborazione con ClassCnbc, gruppo Class Editori). Per richieste e quotazioni scrivere a [email protected]BeBeez è letto da imprenditori e manager d'impresa, da avvocati d'affari, consulenti specializzati in finanza d'impresa e m&a, da manager di banche d'affari e intermediari finanziari, da manager di fondi di private equity, venture capital e private debt, da startupper, manager di incubatori e acceleratori d'azienda, da studenti e professori universitari. BeBeez può mettere in relazione tutte queste persone. Chi ha un posto di lavoro da offrire, può comunicarlo qui.Chi sta cercando lavoro potrà comunicare direttamente con chi lo offre, inviando il suo cv solo con un click. Per pubblicare un'offerta di lavoro, clicca qui.Sono riorganizzate qui per settore di attività tutte le notizie pubblicate da BeBeez sulle varie società partecipate o finanziate dai fondi di private equity, venture capital o private debt oppure da business angel o tramite equity crowdfunding. Sempre organizzato per settore sarà a breve disponibile gratuitamente il database aggiornato delle società partecipate. Mentre è in preparazione un database completo e interattivo che sarà possibile acquistare online. Per essere tenuti aggiornati su tempi di pubblicazione e costi del database, scrivere a [email protected].BeBeez seleziona per voi i libri più interessanti in commercio a livello internazionale sui temi del private equity, venture capital, private debt, crowdfunding, social lending e finanza e storie d'impresa. Il servizio è in affiliazione con Amazon, ma stiamo lavorando per affiliarci anche ad altri distributori per ampliare la gamma di proposte. Editori e distributori interessati possono contattarci a [email protected] Sempre in questa sezione saranno disponibili anche libri editi e messi in vendita da EdiBeez. BeBeez è disponibile ad affiancare gli imprenditori che intendono raccontare la storia della loro impresa e trasformarla in un libro e in un video (in questo caso in collaborazione con ClassCnbc, gruppo Class Editori). Per richieste e quotazioni scrivere a [email protected]BeBeez è letto da imprenditori e manager d'impresa, da avvocati d'affari, consulenti specializzati in finanza d'impresa e m&a, da manager di banche d'affari e intermediari finanziari, da manager di fondi di private equity, venture capital e private debt, da startupper, manager di incubatori e acceleratori d'azienda, da studenti e professori universitari. BeBeez può mettere in relazione tutte queste persone. Chi ha un posto di lavoro da offrire, può comunicarlo qui.Chi sta cercando lavoro potrà comunicare direttamente con chi lo offre, inviando il suo cv solo con un click. Per pubblicare un'offerta di lavoro, clicca qui.Sono riorganizzate qui per settore di attività tutte le notizie pubblicate da BeBeez sulle varie società partecipate o finanziate dai fondi di private equity, venture capital o private debt oppure da business angel o tramite equity crowdfunding. Sempre organizzato per settore sarà a breve disponibile gratuitamente il database aggiornato delle società partecipate. Mentre è in preparazione un database completo e interattivo che sarà possibile acquistare online. Per essere tenuti aggiornati su tempi di pubblicazione e costi del database, scrivere a [email protected].Tikehau Capital ha rilevato il 23,43% di Assiteca spa, sottoscrivendo un aumento di capitale riservato per 25 milioni di euro a 2,5 euro per azione (si veda qui il comunicato stampa). L’operazione era stata annunciata nell’agosto scorso (si veda altro articolo di BeBeez).Nel dettaglio, l’aumento di capitale è stato effettuato dal veicolo Chaise spa, newco controllata indirettamente e interamente dal fondo Tikehau Growth Equity II, gestito da Tikehau Investment Management. Contestualmente, la società ha reso noto che l’azionista di riferimento, Lucca srl, che fa capo al presidente Luciano Lucca, ha ridotto la sua partecipazione al 60,38% del capitale.Assiteca è il più grande broker assicurativo italiano ed è quotato all’Aim Italia. Il suo bilancio consolidato del primo semestre 2019 ha registrato ricavi lordi per 70,7 milioni e netti per 63,7 milioni; un ebitda di 11 milioni (15,6% dei ricavi lordi) e un utile netto di 5,4 milioni (+18,1% dall’esecizio precedente). La società ha cominciato che distribuirà un dividendo di 0,07 euro per azione.L’ingresso di Tikehau in Assiteca è finalizzato a dare impulso all’importante progetto di crescita del gruppo, che comprende anche l’acquisizione di imprese terze attive nel medesimo settore. Per Tikehau si tratta della seconda operazione di private equity in Italia condotta tramite il fondo Tikehau Growth Equity II, dopo quella su Dove Vivo (si veda altro articolo di BeBeez). Tikehau è un gruppo di alternative asset management e di investimento indipendente quotato all’Euronext di Parigi con 23,4 miliardi di euro di gestione. In Italia è stato sinora molto attivo nel real estate e nel private debt.C.so Italia 22 - 20122 - Milano C.F. | P.IVA 09375120962 Aut. Trib. Milano n. 102 del 3 aprile 2013Copyright © 2016 BeBeez | Powered by DaoSquare | Privacy Policy | Cookie PolicyCopyright © 2016 BeBeez | Powered by DaoSquare | Privacy Policy | Cookie Policy"
5,1,Inaugurati gli uffici di Lugano di Assiteca - Corriere del Ticino,https://www.cdt.ch/economia/ticino/inaugurati-gli-uffici-di-lugano-di-assiteca-GH1786549,24 set 2019 ," «Assiteca SA si prefigge importanti obiettivi su tutto il territorio svizzero», ha precisato ancora Vittorio Massardi, mentre per Nicola Roncoroni «la società sarà ...","«Questa nuova iniziativa è in linea con la volontà di crescita e internazionalizzazione», ha detto Luciano Lucca, presidente e fondatore della società di brokeraggioI dirigigenti di Assiteca presenti all’inaugurazione di Lugano. © CdTGiovedì 19 settembre 2019 si è svolta l’inaugurazione degli uffici in via Ferruccio Pelli 2 a Lugano di Assiteca SA, società di brokeraggio assicurativo costituta lo scorso mese di aprile da Assiteca SpA, primo broker assicurativo italiano leader nella consulenza per gestione integrata del rischio quotato al segmento AIM di Borsa Italiana SpA, insieme a Nicola Roncoroni e Vittorio Massardi, rispettivamente amministratore delegato e presidente«Questa nuova iniziativa è in linea con la volontà di crescita e internazionalizzazione di Assiteca ha affermato Luciano Lucca, presidente e fondatore di Assiteca SpA che ha aggiunto: «La presenza a Lugano, importante snodo economico-finanziario europeo, concretizza il nostro progetto di sviluppo nei mercati dell’Europa centrale in un’ideale linea di collegamento tra il nord e il sud del continente».«Assiteca SA si prefigge importanti obiettivi su tutto il territorio svizzero», ha precisato ancora Vittorio Massardi, mentre per Nicola Roncoroni «la società sarà attenta allo sviluppo di sinergie con strutture e clienti internazionali, facendo leva su competenze professionali e sistemi operativi e tecnologici altamente innovativi: in questo senso tal senso l’esperienza e la caratura di Assiteca SpA unite alla conoscenza del mercato elvetico costituiranno un mix ideale per l’affermazione della nuova società».Secondo Raffaele Caminada, titolare della Caminada Sementi di Cadempino, i valori della famiglia vengono portati nell’impresa"
6,1,"ASSITECA: ottimi i risultati di bilancio, confermato il dividendo ...",https://www.trend-online.com/ansa/assitecaottimi-i-risultati-di-bilancioconfermato-il-dividendo-393796/,30 set 2020 ," Il Consiglio di Amministrazione di ASSITECA S.p.A., il più grande broker assicurativo italiano leader nella consulenza per la gestione integrata dei rischi e ...","Le Guide gratuite di Trend-online.com. Abbiamo raccolto in 203 pagine tutte le novità sui Bonus 2020. Un'opera realizzata dalla nostra redazione completamente gratuita che puoi scaricare immediatamente.Il Consiglio di Amministrazione di ASSITECA S.p.A., il più grande broker assicurativo italiano leader nella consulenza per la gestione integrata dei rischi e quotato all'AIM di Borsa Italiana S.p.A., ha approvato in data odierna il progetto di bilancio consolidato e di esercizio al 30 giugno 2020, che sarà sottoposto all'approvazione dell'Assemblea degli Azionisti prevista il 28 ottobre 2020.Principali risultati economico-finanziari consolidati IAS/IFRS - Ricavi lordi pari a euro 80,5 milioni (euro 70,7 milioni al 30/6/2019, +14%) - EBITDA pari a euro 15,1 milioni con EBITDA margin pari a 18,8% (euro 11 milioni al 30/6/2019, +38% che diventa +5% al netto di 3,6 milioni derivanti dall'adozione IAS16) - EBIT pari a euro 9,8 milioni (euro 9,5 milioni al 30/6/2019) - Risultato netto pari a euro 5,5 milioni (euro 5,4 milioni al 30/6/2019, + 1%) - Posizione Finanziaria Netta adjusted pari a euro 25 milioni inclusivi di 11,3 milioni derivanti dall'adozione degli IAS/IFRS16, al netto del quale (euro 13,6 milioni) si registra un miglioramento di euro 9,7 milioni rispetto al precedente esercizio (23,3 milioni al netto IAS al 30/6/2019) Proposto dividendo pari a euro 0,07 per azione""Nonostante un contesto economico complesso e senza precedenti, a causa della pandemia, ASSITECA è riuscita a registrare una crescita significativa rispetto alle già positive performance degli ultimi anni e a confermare il dividendo"" commenta con soddisfazione Luciano Lucca, Presidente della società. ""La nostra strategia di sviluppo, attraverso una crescita organica e per linee esterne, si sta dimostrando vincente. Nei prossimi mesi alcune importanti acquisizioni in Italia e in Spagna andranno a consolidare ulteriormente la nostra posizione di leader in questi mercati"".Copyright © 2000 - 2020 Le Fonti S.r.l. - Via Dante, 4 - 20121 Milano, (MI) P.IVA IT04496930969"
7,1,Assiteca - Apps on Google Play,https://play.google.com/store/apps/details?id=it.assiteca.sinistri&hl=en_US&gl=US,18 mag 2018 ," ASSITECA è il primo gruppo italiano nel mercato del brokeraggio assicurativo. Adotta un approccio innovativo alla gestione dei rischi aziendali, arricchendo ..."," ASSITECA è il primo gruppo italiano nel mercato del brokeraggio assicurativo. Adotta un approccio innovativo alla gestione dei rischi aziendali, arricchendo ..."
8,1,‎Assiteca su App Store,https://apps.apple.com/it/app/assiteca/id1382605842,19 mag 2018 ," ... le valutazioni dei clienti, guarda gli screenshot e ottieni ulteriori informazioni su Assiteca. Scarica Assiteca direttamente sul tuo iPhone, iPad e iPod touch.","Quest’app è disponibile solo sull’App Store per iPhone.ASSITECA è il primo gruppo italiano nel mercato del brokeraggio assicurativo. Adotta un approccio innovativo alla gestione dei rischi aziendali, arricchendo l’attività tradizionale di brokeraggio con specifici servizi di consulenza, finalizzati a completare l’offerta di soluzioni assicurative con strumenti interni di gestione dei rischi.I professionisti di Assiteca lavorano a stretto contatto con i Clienti e assicurano una gestione integrata dei rischi aziendali, attraverso una metodologia di lavoro che coniuga analisi, consulenza e intermediazione, permettendo la costruzione di un efficiente ed efficace sistema di controllo che previene, mitiga e protegge. Per le aziende clienti che abbiano sottoscritto polizze Incendio/All Risks, Assiteca offre in esclusiva un nuovo servizio di assistenza per gli interventi di salvataggio e messa in sicurezza urgente a seguito di sinistro. Gli interventi di salvataggio e contenimento del danno, quando siano precisi e tempestivi, costituiscono la prima e fondamentale contromisura verso le conseguenze negative di un evento dannoso. Per rendere quanto più possibile efficaci e risolutive tali attività, Assiteca mette a disposizione dei propri Clienti un nuovo servizio di assistenza semplice e gratuito.A seguito di un sinistro che colpisca direttamente un bene aziendale assicurato (ad esempio un incendio, un evento atmosferico, un allagamento), con una semplice chiamata al Numero Verde 800 909647, i Clienti Assiteca possono attivare un servizio di emergenza per gli interventi di salvataggio e di messa in sicurezza urgente. Entro 2 ore dal primo contatto, i Clienti riceveranno una prima consulenza telefonica da parte di un operatore specializzato con le prime indicazioni sui più opportuni interventi di contenimento e salvataggio da porre in atto. Entro le successive 12 ore, potranno chiedere un sopralluogo tecnico da parte di società di risanamento e bonifica altamente qualificata, volto ad approfondire la situazione e ad organizzare tutti gli ulteriori interventi di più immediata necessità per contenere il danno materiale e mitigare gli effetti dell’evento. Le spese per tali interventi rientrano, ai sensi di legge e delle condizioni di polizza, nell’ambito delle coperture assicurative dirette, alla condizione che non siano state fatte inconsideratamente. L’APP mette a disposizione anche una serie di manuali con le procedure da seguire per una corretta gestione del sinistro in ambito Incendio, Furto e rapina, Responsabilità Civile, Infortuni, RC Auto. Per ogni tipologia di sinistro vengono indicate le attività che l’azienda deve compiere:    1. al momento del danno,    2. al momento della perizia,    3. al momento della valutazione,    4. al momento della liquidazione del danno.Sono scaricabili i moduli da utilizzare per la denuncia del sinistro alla compagnia di assicurazione.Correzione di bug e miglioramenti delle prestazioni.Richiede iOS 9.0 o versioni successive. Compatibile con iPhone, iPad e iPod touch.Se “In famiglia” è stato attivato, fino a sei membri della famiglia potranno usare l’app."
9,1,"Assiteca, i conti dell'esercizio 2018/2019 | SoldiOnline.it",https://www.soldionline.it/notizie/azioni-italia/assiteca-semestre-2019,30 set 2019 ," Assiteca ha chiuso l'esercizio 2018/2019 con ricavi lordi pari a 70,7 milioni di euro, in crescita del 5% rispetto ai 67,4 milioni dell'esercizio precedente.","Assiteca ha chiuso l'esercizio 2018/2019 con ricavi lordi pari a 70,7 milioni di euro, in crescita del 5% rispetto ai 67,4 milioni dell'esercizio precedente. Il 2018/2019 si è chiuso con un risultato netto di 5,4 milioni di euro, in salita del 18,1% rispetto ai 4,6 milioni di euro dell'esercizio 2017/2018.A fine giugno 2019 la posizione finanziaria netta evidenziava un debito pari a 23,3 milioni, con un miglioramento di 0,4 milioni rispetto ai 23,7 milioni di 12 mesi prima.Sulla base di questi conti il consiglio di amministrazione ha deliberato di proporre all’assemblea la distribuzione di un dividendo pari a 0,07 euro per azione. Lo stacco della cedola è prevista per il 23 dicembre 2019, con il pagamento a decorrere dal successivo 27 dicembre 2019.Assiteca ha chiuso il primo semestre 2018/2019 con ricavi pari a 39 milioni di euro, in crescita del 4% dai 37,6 milioni del primo semestre 2017/2018. L'utile ha toccato i 4,77               LeggiAssiteca ha chiuso il primo semestre dell'eserczio 2019/2020 con ricavi pari a 45 milioni, in crescita del 15% rispetto allo stesso semestre dell'esercizio precedente               LeggiAssiteca - broker assicurativo italiano attivo nella consulenza per la gestione integrata dei rischi e quotato all’AIM Italia - ha comunicato i risultati finanziari               LeggiNoiPA è la piattaforma digitale per la gestione del personale e degli stipendi del settore pubblico.Il cassetto fiscale è un archivio online tramite il quale ogni contribuente può consultare qualsiasi informazione riguardante la propria posizione fiscale Continua »© Copyright 2020 Mondadori Media S.p.A. - riproduzione riservata - P.IVA 08009080964I dati relativi al mercato italiano, in  differita di 20 minuti, sono di Borsa Italiana e distribuiti da vwd  Italia."
